"serializedID","itemID","description","serial","colorName","sizeName","customerID","saleLineID","timeStamp"
"352","0","rad city 5","","grey","","286","0","2023-01-28T15:24:04+00:00"
"353","0","addmotor bike","","black","","88","0","2023-01-28T15:28:07+00:00"
"354","0","euphree","","","","287","0","2023-01-28T16:07:49+00:00"
"355","0","electra","","orange","","288","0","2023-01-28T16:42:48+00:00"
"356","0","euphree","","","","289","0","2023-01-28T18:07:41+00:00"
"357","0","euphree","","","","290","0","2023-01-28T18:12:59+00:00"
"358","0","specialized","","silver","","225","0","2023-01-29T17:09:39+00:00"
"359","0","rad","","white","","291","0","2023-01-30T20:22:27+00:00"
"360","0","trek 4500","","blue/red","","141","0","2023-01-31T15:29:04+00:00"
"361","0","trek one","","black","1/2","292","0","2023-01-31T15:37:23+00:00"
"362","0","cannondale","","grey/red","2/2","292","0","2023-01-31T15:41:10+00:00"
"363","0","cannondale","","blue","1/2","293","0","2023-01-31T16:05:35+00:00"
"364","0","Marin","","Black","2/2","293","0","2023-01-31T16:06:09+00:00"
"365","0","hyper","","blue","","294","0","2023-01-31T17:37:16+00:00"
"366","0","elektra cruiser","","darkblue","","295","0","2023-01-31T22:07:58+00:00"
"367","0","Raleigh","","Blue","","296","0","2023-01-31T19:20:30+00:00"
"368","0","Schwinn","","Black and green","","297","0","2023-01-31T21:08:19+00:00"
"369","0","lectric","","blue","","280","0","2023-02-01T15:40:32+00:00"
"370","0","Pedigo ebike","","Black/Tan","","208","0","2023-02-01T18:54:55+00:00"
"371","0","Colnago","","","","298","0","2023-02-01T19:04:18+00:00"
"372","0","Colnago","","White-red","","298","0","2023-02-01T19:04:25+00:00"
"373","0","blue thing","","","","299","0","2023-02-01T20:28:35+00:00"
"374","0","finstrology","","teal","","299","0","2023-02-01T20:29:01+00:00"
"375","0","Rad Rover 6+","","Gray","1/2","300","0","2023-02-02T16:50:17+00:00"
"376","0","Rad City 5","","White","2/2","300","0","2023-02-02T16:50:54+00:00"
"377","0","Trek","","Black","","301","0","2023-02-02T17:07:00+00:00"
"378","0","trek","","red","","302","0","2023-02-02T18:22:16+00:00"
"379","0","Diamonback stepthrough","","blue","","303","0","2023-02-02T20:04:08+00:00"
"380","0","Blix","","baby blue","","304","0","2023-02-02T20:40:20+00:00"
"381","0","specialized","","blue","4/4","245","0","2023-02-03T15:28:49+00:00"
"382","0","700c wheel","","","","305","0","2023-02-03T16:58:33+00:00"
"383","0","2 bikes","","","","306","0","2023-02-03T18:13:43+00:00"
"384","0","townie elektra","","blue","","307","0","2023-02-03T18:56:33+00:00"
"385","0","lectric x 2","","blk,wht","","308","0","2023-02-03T19:07:09+00:00"
"386","0","greenbike","","green","","309","0","2023-02-03T21:34:42+00:00"
"387","0","Ancheer","","black","","310","0","2023-02-03T21:54:25+00:00"
"388","0","swagtron","","white","","310","0","2023-02-03T21:55:38+00:00"
"389","0","vivi","","black","","310","0","2023-02-03T21:58:43+00:00"
"390","0","26 wheel","","","","311","0","2023-02-04T15:08:56+00:00"
"391","0","lectric","","black","","313","0","2023-02-04T15:57:52+00:00"
"392","0","lectric","","white","","313","0","2023-02-04T15:59:10+00:00"
"393","0","trek","","grey","","312","0","2023-02-04T16:15:07+00:00"
"394","0","hang ten villager","","yella","","314","0","2023-02-04T16:25:12+00:00"
"395","0","trek","","blue","","312","0","2023-02-04T16:26:11+00:00"
"396","0","aventon","","black","","315","0","2023-02-04T18:51:07+00:00"
"397","0","kbo","","blk","","316","0","2023-02-06T15:53:50+00:00"
"398","0","Rad step-thru","","white","","274","0","2023-02-06T20:24:25+00:00"
"399","0","snapcycle","","step-over","","273","0","2023-02-07T16:38:43+00:00"
"400","0","gt aggresor","","blk/blue","","318","0","2023-02-07T17:05:04+00:00"
"401","0","retrospec","","grey","","319","0","2023-02-07T17:17:01+00:00"
"402","0","trek mountaintrack 850","","grey","","317","0","2023-02-07T17:38:16+00:00"
"403","0","simple cruiser","","green","","320","0","2023-02-07T19:08:55+00:00"
"404","0","huffy x 2","","","","321","0","2023-02-07T20:07:52+00:00"
"405","0","lanke ebike","","orange/blk","","322","0","2023-02-08T15:58:26+00:00"
"406","0","elektra","","blue","","137","0","2023-02-08T16:37:14+00:00"
"407","0","vivi ebike","","blk/blue","","323","0","2023-02-08T17:19:35+00:00"
"408","0","black ebike","","","","324","0","2023-02-08T18:04:25+00:00"
"409","0","snapcycle","","grey","","325","0","2023-02-08T19:43:06+00:00"
"410","0","dahon folding bike","","grey","1/2","312","0","2023-02-08T21:26:46+00:00"
"411","0","Trek","","green","2/2","312","0","2023-02-08T21:26:37+00:00"
"412","0","blix","","green","","326","0","2023-02-09T16:28:34+00:00"
"413","0","lectric","","black","","327","0","2023-02-09T18:03:29+00:00"
"414","0","giant","","purple","","328","0","2023-02-15T21:14:23+00:00"
"415","0","giant","","blue","","329","0","2023-02-09T20:30:03+00:00"
"416","0","Raleigh Low Step MTB","","Blue","","330","0","2023-02-09T20:50:56+00:00"
"417","0","Specialized MTB Vintage","","WHT/BLK","","330","0","2023-02-09T20:52:37+00:00"
"418","0","euphree","","white","","228","0","2023-02-10T16:19:03+00:00"
"419","0","townie","","light blue","","331","0","2023-02-10T17:59:29+00:00"
"420","0","fat wheel","","black","","332","0","2023-02-10T18:14:16+00:00"
"421","0","euphree","","white","","333","0","2023-02-10T19:22:24+00:00"
"422","0","trek","","3700","","334","0","2023-02-11T15:41:14+00:00"
"423","0","aventon","","blk","","335","0","2023-02-11T15:56:17+00:00"
"424","0","roadmaster","","teal","1/2","336","0","2023-02-11T17:12:04+00:00"
"425","0","engui","","silver/grey","","337","0","2023-02-11T16:39:53+00:00"
"426","0","lectric","","black","","144","0","2023-02-11T16:50:38+00:00"
"427","0","manhattan","","pink","2/2","336","0","2023-02-11T17:12:50+00:00"
"428","0","emojo caddy pro","","red","","338","0","2023-02-11T17:55:29+00:00"
"429","0","flx","","black","","339","0","2023-02-11T17:58:48+00:00"
"430","0","1 bike","","","","340","0","2023-02-11T18:01:41+00:00"
"431","0","trek navigator","","blue","1/2","341","0","2023-02-13T18:08:38+00:00"
"432","0","trek navigator","","brown","2/2","341","0","2023-02-13T18:08:25+00:00"
"433","0","trike","","black","","342","0","2023-02-14T16:33:15+00:00"
"434","0","rad ","","white","","343","0","2023-02-14T15:20:07+00:00"
"435","0","trike","","black","","344","0","2023-02-14T16:03:11+00:00"
"436","0","silver","","ezip","","345","0","2023-02-14T16:08:29+00:00"
"437","0","wheel","","silver","(bearings)","346","0","2023-02-18T13:51:17+00:00"
"438","0","juiced","","black","","347","0","2023-02-14T16:28:20+00:00"
"439","0","retrospec","","blue","","295","0","2023-02-14T17:08:45+00:00"
"440","0","cannondale","","blk/yellow","","348","0","2023-02-14T18:05:30+00:00"
"441","0","Cannondale","","Black","","349","0","2023-02-14T18:20:08+00:00"
"442","0","trek 7000","","silver","","350","0","2023-02-14T19:57:37+00:00"
"443","0","euphree",""," white","(spokes)","351","0","2023-02-18T13:52:43+00:00"
"444","0","4 bikes","","","","178","0","2023-02-15T13:44:10+00:00"
"445","0","fuji","","silver","","352","0","2023-02-15T15:09:28+00:00"
"446","0","specialized","","silver","2/2","352","0","2023-02-15T15:15:05+00:00"
"447","0","trek","","silver","","307","0","2023-02-15T15:50:54+00:00"
"448","0","euy ebike","","black/white","","353","0","2023-02-15T16:31:02+00:00"
"449","0","cannondale","","black","","354","0","2023-02-15T19:34:48+00:00"
"450","0","sondors","","black","","355","0","2023-02-15T19:50:31+00:00"
"451","0","schwinn cross","","blk","","356","0","2023-02-16T16:32:47+00:00"
"452","0","ecotric","","black","","357","0","2023-02-16T16:42:55+00:00"
"453","0","diamondback sorrento","","","","330","0","2023-02-16T16:50:58+00:00"
"454","0","giant option","","red","","358","0","2023-02-16T16:57:55+00:00"
"455","0","Rattan","","grey","consignment","359","0","2023-02-18T17:21:32+00:00"
"456","0","schwinn","","silver/oragne","","360","0","2023-02-16T18:07:10+00:00"
"457","0","mongoose","","green","","361","0","2023-02-16T18:32:18+00:00"
"458","0","haibike","","tan","1-2","362","0","2023-02-16T21:04:43+00:00"
"459","0","haibike","","black","2/2","362","0","2023-02-16T21:08:24+00:00"
"460","0","trike","","white","","342","0","2023-02-17T15:13:56+00:00"
"461","0","Fohren Folding e bike ","","White","","363","0","2023-02-28T17:14:01+00:00"
"462","0","baja","","teal","","364","0","2023-02-17T18:27:59+00:00"
"463","0","hyper","","teal","","365","0","2023-02-17T18:34:01+00:00"
"464","0","drifter","","blue/grey","","366","0","2023-02-17T20:18:18+00:00"
"465","0","retrospec","","pink","","366","0","2023-02-17T20:19:18+00:00"
"466","0","cannondale","","black","2/2","189","0","2023-02-18T14:18:49+00:00"
"467","0","rad city plus","","grey","","367","0","2023-02-18T15:22:44+00:00"
"468","0","raliegh","","silver","","368","0","2023-02-18T15:46:47+00:00"
"469","0","lectric","","white","","369","0","2023-02-18T15:49:27+00:00"
"470","0","dog stroller","","red","","370","0","2023-02-18T16:26:25+00:00"
"471","0","rattan","","red","consignment","359","0","2023-02-18T17:21:01+00:00"
"472","0","priority","","","","371","0","2023-02-18T17:57:03+00:00"
"473","0","Snap","","BIKE BOX","","372","0","2023-02-18T18:33:21+00:00"
"474","0","snapycle R1","","","bar-over","373","0","2023-02-19T15:55:40+00:00"
"475","0","sun single speed ","","rose","18.5 womens","376","0","2023-02-20T15:54:17+00:00"
"476","0","trek","","black","1/2 ","377","0","2023-03-15T19:05:53+00:00"
"477","0","trek ","","black","2/2","377","0","2023-03-15T19:05:45+00:00"
"478","0","snapcycle","","s1","","378","0","2023-02-20T18:37:26+00:00"
"479","0","diamondback","","purple/white","","379","0","2023-02-21T15:09:55+00:00"
"480","0","Battery","","black","","380","0","2023-02-21T15:23:13+00:00"
"481","0","Drifter","","coral","","381","0","2023-02-21T15:48:00+00:00"
"482","0","huffy","","green","","382","0","2023-02-21T15:57:10+00:00"
"483","0","rad rover plus","","white","","383","0","2023-02-21T16:23:21+00:00"
"484","0","drifter","","blue","1/2","384","0","2023-02-21T17:14:03+00:00"
"485","0","sun cruz","","orange","2/2","384","0","2023-02-21T17:14:35+00:00"
"486","0","bike for assembly","","","","241","0","2023-02-21T17:23:30+00:00"
"487","0","sport","","black","","385","0","2023-02-21T17:28:27+00:00"
"488","0","lectric","","black","","386","0","2023-02-21T17:31:46+00:00"
"489","0","flyer","","red","PACK SHIPPING","387","0","2023-02-22T12:15:56+00:00"
"490","0","scwhinn woodlands","","black","","388","0","2023-02-21T19:13:33+00:00"
"491","0","vilano","","","","390","0","2023-02-22T15:39:53+00:00"
"492","0","emojo bobcat","","teal","","391","0","2023-02-22T17:21:11+00:00"
"493","0","wheel","","silver","","392","0","2023-02-22T17:48:54+00:00"
"494","0","aerocat","","black","","393","0","2023-02-22T17:53:51+00:00"
"495","0","brake pads","","","","394","0","2023-02-22T17:59:11+00:00"
"496","0","black ebike","","","","395","0","2023-02-22T18:23:31+00:00"
"497","0","schwinn triek","","","","396","0","2023-02-22T19:58:41+00:00"
"498","0","jamis","","silver","install hydraulics","397","0","2023-02-22T20:31:00+00:00"
"499","0","greenbikes","","white","","398","0","2023-02-23T15:54:51+00:00"
"500","0","ancheer","","black","","399","0","2023-02-23T16:44:36+00:00"
"501","0","rad city","","grey","","274","0","2023-02-23T19:22:35+00:00"
"502","0","Sun North Bay","","Purchase","","132","0","2023-02-23T21:32:50+00:00"
"503","0","black bike","","","","401","0","2023-02-24T14:22:05+00:00"
"504","0","Bintelli","","blue","","402","0","2023-02-24T15:02:48+00:00"
"505","0","jamis endura","","black","","403","0","2023-02-24T15:47:44+00:00"
"506","0","trek","","black","","404","0","2023-02-24T17:53:37+00:00"
"507","0","blix","","tan","","406","0","2023-02-24T18:35:29+00:00"
"508","0","multitool","","","","405","0","2023-02-24T19:02:54+00:00"
"509","0","giant","","black","","407","0","2023-02-24T20:40:43+00:00"
"510","0","marin","","grey/orange","","409","0","2023-02-25T18:15:55+00:00"
"511","0","Movo Low step","","Blue","","410","0","2023-02-28T14:52:02+00:00"
"512","0","City Ebike","","Grey","","410","0","2023-02-28T14:52:24+00:00"
"513","0","RAD folding","","BLK","","411","0","2023-03-01T19:01:58+00:00"
"514","0","Surface604 Low step","","White","","368","0","2023-02-28T15:26:35+00:00"
"515","0","Trek 7.6FX","","White","","412","0","2023-02-28T15:47:13+00:00"
"516","0","Schwinn Crusier","","Pink","","413","0","2023-02-28T15:53:56+00:00"
"517","0","trek ","","black","","412","0","2023-02-28T16:30:29+00:00"
"518","0","trek  townie","","black","","416","0","2023-02-28T18:33:35+00:00"
"519","0","147"" tiny e bike","","","","417","0","2023-02-28T18:44:50+00:00"
"520","0","147"" tiny e bike","","black","","417","0","2023-02-28T18:44:52+00:00"
"521","0","Townie GO 7D","","Black","1/2","48","0","2023-03-02T19:26:40+00:00"
"522","0","derailleur hanger 485","","","","418","0","2023-03-01T17:00:56+00:00"
"523","0","order kickstand","","","","415","0","2023-03-01T14:59:51+00:00"
"524","0","snapcycle bar-over","","","","419","0","2023-03-01T15:04:53+00:00"
"525","0","m2s ebike","","white","","420","0","2023-03-01T17:00:32+00:00"
"526","0","doheny","","blue","","421","0","2023-03-01T15:41:15+00:00"
"527","0","rad","","black","","421","0","2023-03-01T15:41:37+00:00"
"528","0","Euphree ","","white","","414","0","2023-03-01T16:59:31+00:00"
"529","0","wheel ","","silver","","422","0","2023-03-01T17:07:04+00:00"
"530","0","m2s","","black","","420","0","2023-03-01T17:42:03+00:00"
"531","0","murray","","black","","423","0","2023-03-01T18:13:39+00:00"
"532","0","vivi","","black","","424","0","2023-03-01T19:20:57+00:00"
"533","0","magnum","","black","","425","0","2023-03-01T20:04:53+00:00"
"534","0","electra go","","brown","","426","0","2023-03-02T15:57:42+00:00"
"535","0","specialized","","silver","","427","0","2023-03-02T15:59:13+00:00"
"536","0","sondors","","black","","428","0","2023-03-02T17:49:38+00:00"
"537","0","2 batteries","","","","429","0","2023-03-02T17:53:05+00:00"
"538","0","2 batteries","","","","429","0","2023-03-02T17:53:05+00:00"
"539","0","trek","","white","","416","0","2023-03-02T18:51:44+00:00"
"540","0","townie","","black","2/2","48","0","2023-03-02T19:29:48+00:00"
"541","0","fuji","","","","430","0","2023-03-03T15:22:03+00:00"
"542","0","velotric","","grey","","431","0","2023-03-03T15:36:27+00:00"
"543","0","giant","","green","","432","0","2023-03-03T17:02:59+00:00"
"544","0","trek verve","","blue/yellow","","433","0","2023-03-03T17:11:35+00:00"
"545","0","raleigh","","black","","434","0","2023-03-03T17:59:23+00:00"
"546","0","ozark trail","","grey","","435","0","2023-03-03T18:36:43+00:00"
"547","0","simple","","black","1 / 2","436","0","2023-03-03T18:44:55+00:00"
"548","0","simple","","blue","2/2","436","0","2023-03-03T18:46:44+00:00"
"549","0","yamaha","","grey black","1/2","438","0","2023-03-04T16:09:25+00:00"
"550","0","velowave ","","black","2/2","438","0","2023-03-04T16:10:19+00:00"
"551","0","townie","","grey","","439","0","2023-03-04T16:40:17+00:00"
"552","0","townie","","green","","439","0","2023-03-04T16:42:53+00:00"
"553","0","swagtron","","black","","440","0","2023-03-04T17:46:04+00:00"
"554","0","Rawley","","Black","","441","0","2023-03-04T17:47:26+00:00"
"555","0","Sonders Ebike 1/2","","Black","","443","0","2023-03-04T18:10:53+00:00"
"556","0","Lyric Ebike moped 2/2","","Blk","","443","0","2023-03-08T12:55:57+00:00"
"557","0","Specialized","","","","149","0","2023-03-04T19:18:50+00:00"
"558","0","Euphree x 4","","Blue x2,green,white","","444","0","2023-03-05T15:36:52+00:00"
"559","0","pedago interceptor","","yellow","","445","0","2023-03-06T16:39:24+00:00"
"560","0","kbo","","black","","446","0","2023-03-06T17:29:03+00:00"
"561","0","ancheer","","black pink","","447","0","2023-03-07T15:09:08+00:00"
"562","0","ancheer ","","black blue","","447","0","2023-03-07T15:15:03+00:00"
"563","0","blix","","green","","448","0","2023-03-07T15:28:00+00:00"
"564","0","giant","","","","449","0","2023-03-07T16:47:53+00:00"
"565","0","Trek 2300 (unbranded)","","Black/green","","450","0","2023-03-07T18:08:09+00:00"
"566","0","Snapcycle bar-over","","","","451","0","2023-03-09T20:31:29+00:00"
"567","0","Battery/Blix","","green","","452","0","2023-03-07T19:17:00+00:00"
"568","0","custom electric trike","","green","24""","453","0","2023-03-07T19:35:35+00:00"
"569","0","birea","","black","","454","0","2023-03-07T21:03:03+00:00"
"570","0","Birea","","black","","455","0","2023-03-07T21:05:52+00:00"
"571","0","Murf ebike ","","x 2","","456","0","2023-03-08T11:36:18+00:00"
"572","0","Euphree front basket","","","","437","0","2023-03-08T12:55:45+00:00"
"573","0","Rad","","grey","","457","0","2023-03-08T15:03:12+00:00"
"574","0","electra","","green","","458","0","2023-03-08T15:18:03+00:00"
"575","0","espin","","whitee","","459","0","2023-03-08T15:37:32+00:00"
"576","0","lectric","","","","460","0","2023-03-08T16:20:31+00:00"
"577","0","Euphree x 2","","black, blue or green","","461","0","2023-03-08T19:17:22+00:00"
"578","0","Fuji","","gold","","462","0","2023-03-08T19:27:48+00:00"
"579","0","bike tires","","","","463","0","2023-03-11T18:05:02+00:00"
"580","0","bayside","","purple","","464","0","2023-03-09T15:25:29+00:00"
"581","0","Why Ti Gravel","","silverTi","","466","0","2023-03-10T14:41:23+00:00"
"582","0","specialized","","blue/white","24","465","0","2023-03-09T16:22:15+00:00"
"583","0","trek","","white","","467","0","2023-03-09T20:10:28+00:00"
"584","0","Adventon Low Step","","Pink","","468","0","2023-03-10T16:34:55+00:00"
"585","0","2 drifters","","","","470","0","2023-03-10T18:48:25+00:00"
